County,State,B19013001,B19013001s,B23006001,B23006002,B23006003,B23006004,B23006005,B23006006,B23006007,B23006008,B23006009,B23006010,B23006011,B23006012,B23006013,B23006014,B23006015,B23006016,B23006017,B23006018,B23006019,B23006020,B23006021,B23006022,B23006023,B23006024,B23006025,B23006026,B23006027,B23006028,B23006029,B23006001s,B23006002s,B23006003s,B23006004s,B23006005s,B23006006s,B23006007s,B23006008s,B23006009s,B23006010s,B23006011s,B23006012s,B23006013s,B23006014s,B23006015s,B23006016s,B23006017s,B23006018s,B23006019s,B23006020s,B23006021s,B23006022s,B23006023s,B23006024s,B23006025s,B23006026s,B23006027s,B23006028s,B23006029s
Kingman,ks,47801,2943.636364,3831,287,183,0,183,150,33,104,1128,880,0,880,862,18,248,1592,1254,0,1254,1243,11,338,824,725,0,725,701,24,99,32.12121212,45.45454545,32.12121212,9.090909091,32.12121212,31.51515152,15.15151515,32.72727273,93.93939394,81.81818182,9.090909091,81.81818182,83.63636364,9.696969697,49.09090909,95.15151515,80.60606061,9.090909091,80.60606061,81.21212121,6.666666667,50.3030303,86.66666667,75.75757576,9.090909091,75.75757576,76.36363636,15.15151515,27.27272727
Kiowa,ks,41574,2523.030303,1238,92,48,0,48,37,11,44,289,237,0,237,228,9,52,551,447,0,447,436,11,104,306,287,0,287,278,9,19,21.81818182,24.24242424,12.12121212,6.060606061,12.12121212,12.12121212,7.272727273,16.36363636,36.96969697,32.12121212,6.060606061,32.12121212,32.72727273,6.060606061,13.93939394,43.63636364,43.03030303,6.060606061,43.03030303,43.03030303,9.090909091,21.81818182,35.15151515,34.54545455,6.060606061,34.54545455,33.93939394,4.848484848,6.666666667
Labette,ks,40117,1296.363636,10768,934,624,0,624,544,80,310,2982,2150,2,2148,1944,204,832,4564,3994,0,3994,3686,308,570,2288,2001,0,2001,1934,67,287,63.03030303,93.93939394,92.72727273,11.51515152,92.72727273,94.54545455,26.66666667,48.48484848,160,150.3030303,2.424242424,150.3030303,134.5454545,58.78787879,93.33333333,176.969697,184.8484848,11.51515152,184.8484848,183.6363636,64.84848485,72.12121212,164.2424242,155.7575758,11.51515152,155.7575758,150.9090909,32.72727273,58.78787879
Lane,ks,49063,6101.212121,807,102,69,0,69,57,12,33,232,170,0,170,167,3,62,325,295,0,295,295,0,30,148,131,0,131,131,0,17,42.42424242,27.87878788,21.81818182,6.060606061,21.81818182,20,8.484848485,11.51515152,27.27272727,25.45454545,6.060606061,25.45454545,25.45454545,3.03030303,16.96969697,30.3030303,27.27272727,6.060606061,27.27272727,27.27272727,6.060606061,11.51515152,20.60606061,21.21212121,6.060606061,21.21212121,21.21212121,6.060606061,7.878787879
Leavenworth,ks,62035,1183.636364,42688,3047,1034,0,1034,942,92,2013,12545,7902,72,7830,7016,814,4643,14155,10412,266,10146,9577,569,3743,12941,11019,1600,9419,9104,315,1922,139.3939394,187.2727273,152.1212121,14.54545455,152.1212121,153.9393939,34.54545455,144.2424242,393.9393939,348.4848485,34.54545455,348.4848485,303.030303,103.030303,243.030303,433.9393939,413.3333333,77.57575758,411.5151515,396.3636364,113.3333333,243.030303,383.6363636,335.1515152,140,347.2727273,344.8484848,72.72727273,153.9393939
Lincoln,ks,41250,2414.545455,1679,99,72,0,72,66,6,27,435,389,0,389,358,31,46,775,635,0,635,606,29,140,370,343,11,332,321,11,27,20,20.60606061,17.57575758,6.060606061,17.57575758,16.96969697,3.03030303,10.90909091,38.18181818,36.96969697,6.060606061,36.96969697,35.75757576,13.93939394,11.51515152,49.6969697,49.6969697,6.060606061,49.6969697,48.48484848,11.51515152,24.24242424,44.24242424,42.42424242,8.484848485,43.63636364,44.24242424,4.848484848,9.090909091
Linn,ks,44771,1884.242424,4919,418,164,0,164,154,10,254,1669,1268,0,1268,1145,123,401,1912,1511,0,1511,1460,51,401,920,747,12,735,730,5,173,23.03030303,67.87878788,38.18181818,9.090909091,38.18181818,35.75757576,7.878787879,51.51515152,105.4545455,92.72727273,9.090909091,92.72727273,95.15151515,39.39393939,72.12121212,119.3939394,104.2424242,9.090909091,104.2424242,106.0606061,19.39393939,84.84848485,112.7272727,105.4545455,12.12121212,105.4545455,104.8484848,6.060606061,46.06060606
Logan,ks,46047,3134.545455,1382,76,62,0,62,61,1,14,415,347,0,347,347,0,68,584,560,0,560,520,40,24,307,285,0,285,285,0,22,36.36363636,20.60606061,20,6.060606061,20,20,1.818181818,8.484848485,47.87878788,41.21212121,6.060606061,41.21212121,41.21212121,6.060606061,23.63636364,44.84848485,46.66666667,6.060606061,46.66666667,46.66666667,22.42424242,11.51515152,55.75757576,53.33333333,6.060606061,53.33333333,53.33333333,6.060606061,10.90909091
Lyon,ks,38877,1379.393939,16081,2019,1659,0,1659,1612,47,360,5178,4074,0,4074,3789,285,1104,5101,4314,10,4304,3987,317,787,3783,3292,0,3292,3224,68,491,143.030303,187.2727273,175.7575758,13.33333333,175.7575758,178.7878788,26.06060606,73.33333333,303.6363636,266.6666667,13.33333333,266.6666667,268.4848485,63.63636364,160,280.6060606,248.4848485,9.696969697,250.3030303,235.7575758,77.57575758,90.90909091,211.5151515,209.6969697,13.33333333,209.6969697,202.4242424,25.45454545,80.60606061
McPherson,ks,54171,1156.363636,14481,1364,961,0,961,913,48,403,4158,3582,10,3572,3452,120,576,5086,4254,2,4252,4161,91,832,3873,3454,0,3454,3368,86,419,55.75757576,120.6060606,109.6969697,11.51515152,109.6969697,105.4545455,23.03030303,51.51515152,212.1212121,202.4242424,10.90909091,202.4242424,195.7575758,34.54545455,66.06060606,195.1515152,181.2121212,2.424242424,181.2121212,180.6060606,40,91.51515152,211.5151515,210.3030303,11.51515152,210.3030303,215.1515152,35.15151515,80
Marion,ks,45323,1562.424242,5902,567,371,0,371,242,129,196,1855,1421,0,1421,1363,58,434,2101,1843,0,1843,1775,68,258,1379,1234,3,1231,1203,28,145,46.06060606,75.75757576,67.27272727,9.696969697,67.27272727,43.03030303,62.42424242,40,91.51515152,80,9.696969697,80,81.81818182,20,51.51515152,95.15151515,95.15151515,9.696969697,95.15151515,89.09090909,25.45454545,38.78787879,90.3030303,90.3030303,2.424242424,90.3030303,86.66666667,12.72727273,25.45454545
Marshall,ks,41867,2034.545455,5061,307,215,0,215,180,35,92,2208,1870,0,1870,1824,46,338,1863,1589,13,1576,1542,34,274,683,612,13,599,585,14,71,23.03030303,41.21212121,33.33333333,9.696969697,33.33333333,30.90909091,18.18181818,24.24242424,85.45454545,100.6060606,9.696969697,100.6060606,100,18.18181818,46.66666667,72.72727273,75.15151515,11.51515152,75.75757576,76.36363636,13.93939394,42.42424242,62.42424242,61.81818182,10.3030303,61.21212121,61.81818182,6.666666667,21.81818182
Meade,ks,49846,1859.393939,2230,303,220,0,220,220,0,83,700,572,0,572,554,18,128,668,529,0,529,522,7,139,559,485,0,485,473,12,74,56.96969697,41.81818182,31.51515152,6.060606061,31.51515152,31.51515152,6.060606061,21.21212121,60,52.72727273,6.060606061,52.72727273,51.51515152,9.090909091,28.48484848,61.81818182,52.72727273,6.060606061,52.72727273,53.33333333,4.848484848,27.87878788,58.18181818,55.15151515,6.060606061,55.15151515,55.15151515,7.272727273,18.18181818
Miami,ks,61272,2669.090909,17212,920,617,0,617,535,82,303,4977,4009,0,4009,3617,392,968,6899,5596,0,5596,5286,310,1303,4416,3760,0,3760,3688,72,656,70.3030303,112.7272727,92.72727273,13.33333333,92.72727273,92.12121212,43.63636364,63.63636364,242.4242424,216.969697,13.33333333,216.969697,218.1818182,80,110.3030303,267.8787879,249.6969697,13.33333333,249.6969697,230.9090909,85.45454545,124.8484848,243.6363636,226.6666667,13.33333333,226.6666667,224.2424242,26.06060606,86.06060606
Mitchell,ks,48046,2480.606061,3071,83,58,0,58,57,1,25,790,635,0,635,619,16,155,1367,1274,0,1274,1268,6,93,831,732,0,732,732,0,99,21.81818182,29.6969697,27.87878788,9.090909091,27.87878788,27.87878788,1.212121212,12.12121212,100.6060606,92.72727273,9.090909091,92.72727273,87.87878788,13.93939394,37.57575758,84.84848485,87.27272727,9.090909091,87.27272727,87.27272727,5.454545455,26.06060606,96.96969697,92.72727273,9.090909091,92.72727273,92.72727273,9.090909091,29.6969697
Montgomery,ks,41073,1180,17211,1710,1040,0,1040,881,159,670,5596,4416,0,4416,4051,365,1180,6768,5575,26,5549,4964,585,1193,3137,2744,29,2715,2638,77,393,80.60606061,143.030303,105.4545455,13.33333333,105.4545455,98.18181818,42.42424242,97.57575758,233.3333333,215.1515152,13.33333333,215.1515152,221.8181818,70.90909091,102.4242424,252.7272727,240.6060606,24.84848485,235.7575758,227.8787879,84.24242424,100,173.3333333,162.4242424,24.84848485,157.5757576,158.1818182,30.3030303,53.33333333
Morris,ks,45000,2040.606061,2933,193,124,0,124,103,21,69,1162,1008,0,1008,980,28,154,994,870,19,851,808,43,124,584,535,0,535,525,10,49,18.18181818,37.57575758,34.54545455,9.090909091,34.54545455,25.45454545,14.54545455,22.42424242,76.96969697,77.57575758,9.090909091,77.57575758,72.72727273,14.54545455,27.87878788,75.75757576,68.48484848,12.72727273,69.6969697,65.45454545,16.36363636,27.87878788,76.36363636,75.75757576,9.090909091,75.75757576,75.75757576,6.060606061,13.93939394
Morton,ks,44198,3556.969697,1568,201,157,0,157,157,0,44,446,376,0,376,359,17,70,595,472,0,472,466,6,123,326,291,0,291,289,2,35,52.12121212,44.84848485,36.36363636,6.060606061,36.36363636,36.36363636,6.060606061,18.78787879,54.54545455,53.33333333,6.060606061,53.33333333,52.72727273,13.33333333,17.57575758,61.21212121,63.03030303,6.060606061,63.03030303,62.42424242,5.454545455,38.18181818,62.42424242,58.18181818,6.060606061,58.18181818,58.18181818,1.818181818,17.57575758
Nemaha,ks,46901,2088.484848,4857,267,201,0,201,201,0,66,2111,1855,0,1855,1810,45,256,1467,1257,0,1257,1238,19,210,1012,921,0,921,905,16,91,20.60606061,45.45454545,40.60606061,9.696969697,40.60606061,40.60606061,9.696969697,16.36363636,84.24242424,79.39393939,9.696969697,79.39393939,80.60606061,17.57575758,37.57575758,81.21212121,81.21212121,9.696969697,81.21212121,79.39393939,10.3030303,34.54545455,83.63636364,81.81818182,9.696969697,81.81818182,78.78787879,10.90909091,21.81818182
Neosho,ks,40829,1084.848485,8067,614,372,0,372,311,61,242,2487,2106,0,2106,1911,195,381,3513,2930,0,2930,2733,197,583,1453,1296,15,1281,1252,29,157,69.6969697,113.9393939,97.57575758,9.696969697,97.57575758,90.3030303,36.96969697,47.27272727,153.9393939,126.6666667,9.696969697,126.6666667,127.2727273,49.09090909,64.84848485,158.7878788,152.7272727,9.696969697,152.7272727,169.0909091,51.51515152,82.42424242,120.6060606,110.3030303,13.93939394,111.5151515,115.1515152,23.63636364,41.81818182
Ness,ks,47870,3035.757576,1577,120,92,0,92,92,0,28,539,440,0,440,425,15,99,590,530,0,530,527,3,60,328,302,0,302,299,3,26,41.21212121,25.45454545,21.21212121,6.060606061,21.21212121,21.21212121,6.060606061,13.33333333,40.60606061,41.81818182,6.060606061,41.81818182,43.03030303,10.3030303,20.60606061,41.21212121,37.57575758,6.060606061,37.57575758,36.36363636,3.03030303,15.15151515,43.63636364,41.21212121,6.060606061,41.21212121,41.81818182,3.03030303,9.696969697
Norton,ks,42776,5127.878788,3035,360,166,0,166,166,0,194,849,454,0,454,454,0,395,1352,1005,2,1003,1001,2,347,474,432,0,432,432,0,42,22.42424242,67.87878788,62.42424242,9.090909091,62.42424242,62.42424242,9.090909091,29.09090909,94.54545455,66.66666667,9.090909091,66.66666667,66.66666667,9.090909091,74.54545455,101.2121212,110.9090909,3.03030303,110.9090909,110.9090909,2.424242424,49.6969697,96.96969697,98.18181818,9.090909091,98.18181818,98.18181818,9.090909091,15.15151515
Osage,ks,50243,1249.090909,8419,637,371,0,371,328,43,266,3007,2470,0,2470,2328,142,537,2899,2409,3,2406,2286,120,490,1876,1730,13,1717,1696,21,146,20.60606061,80.60606061,56.96969697,9.696969697,56.96969697,54.54545455,13.93939394,41.81818182,126.0606061,122.4242424,9.696969697,122.4242424,119.3939394,36.36363636,55.75757576,123.6363636,110.9090909,3.03030303,110.9090909,106.6666667,32.12121212,56.96969697,120,115.1515152,8.484848485,113.3333333,112.1212121,9.696969697,31.51515152
Osborne,ks,38561,2325.454545,1830,136,83,0,83,77,6,53,560,446,0,446,432,14,114,693,572,0,572,544,28,121,441,405,0,405,405,0,36,9.090909091,27.27272727,19.39393939,6.060606061,19.39393939,18.78787879,3.636363636,14.54545455,35.15151515,31.51515152,6.060606061,31.51515152,30.90909091,5.454545455,18.78787879,46.06060606,41.21212121,6.060606061,41.21212121,41.81818182,12.72727273,23.03030303,43.63636364,43.63636364,6.060606061,43.63636364,43.63636364,6.060606061,9.090909091
Ottawa,ks,53497,2016.363636,3173,278,204,0,204,161,43,74,872,725,0,725,693,32,147,1323,1106,0,1106,1060,46,217,700,644,0,644,636,8,56,16.36363636,38.78787879,36.36363636,9.090909091,36.36363636,32.12121212,18.18181818,20,60,50.90909091,9.090909091,50.90909091,49.09090909,8.484848485,28.48484848,74.54545455,62.42424242,9.090909091,62.42424242,63.03030303,16.36363636,36.36363636,66.06060606,64.24242424,9.090909091,64.24242424,64.24242424,4.242424242,13.93939394
Pawnee,ks,44106,2643.030303,3637,365,136,0,136,128,8,229,969,645,0,645,617,28,324,1465,1156,37,1119,1054,65,309,838,818,0,818,818,0,20,51.51515152,78.78787879,47.87878788,9.090909091,47.87878788,47.87878788,7.272727273,67.87878788,87.87878788,86.06060606,9.090909091,86.06060606,79.39393939,19.39393939,42.42424242,118.1818182,111.5151515,32.72727273,113.9393939,118.7878788,28.48484848,72.12121212,93.93939394,91.51515152,9.090909091,91.51515152,91.51515152,9.090909091,13.33333333
Phillips,ks,42838,1656.363636,2779,104,70,0,70,62,8,34,851,691,0,691,657,34,160,1230,1088,0,1088,1065,23,142,594,530,12,518,517,1,64,25.45454545,26.66666667,23.63636364,9.090909091,23.63636364,22.42424242,5.454545455,11.51515152,70.3030303,61.81818182,9.090909091,61.81818182,60,13.93939394,26.06060606,70.90909091,67.87878788,9.090909091,67.87878788,67.27272727,12.12121212,24.24242424,46.06060606,46.06060606,7.878787879,46.06060606,45.45454545,1.818181818,15.75757576
Pottawatomie,ks,56775,1873.333333,10969,494,311,0,311,300,11,183,3266,2611,74,2537,2445,92,655,3799,3231,25,3206,3114,92,568,3410,2970,147,2823,2817,6,440,48.48484848,77.57575758,63.03030303,11.51515152,63.03030303,61.81818182,7.878787879,52.72727273,170.9090909,167.2727273,38.18181818,170.9090909,169.0909091,32.12121212,90.3030303,208.4848485,200.6060606,20.60606061,200,201.2121212,33.33333333,67.87878788,212.7272727,206.6666667,58.18181818,191.5151515,191.5151515,5.454545455,70.90909091
Pratt,ks,43880,2353.333333,4647,418,344,0,344,285,59,74,1196,827,6,821,749,72,369,1838,1496,0,1496,1467,29,342,1195,1074,0,1074,1036,38,121,49.6969697,79.39393939,80.60606061,9.090909091,80.60606061,55.15151515,33.93939394,19.39393939,114.5454545,90.3030303,5.454545455,91.51515152,87.27272727,32.12121212,84.84848485,120,112.7272727,9.090909091,112.7272727,113.3333333,15.15151515,58.78787879,101.2121212,100.6060606,9.090909091,100.6060606,101.2121212,15.75757576,34.54545455
Rawlins,ks,40896,2280,1246,42,20,0,20,20,0,22,324,223,0,223,218,5,101,585,511,0,511,502,9,74,295,254,0,254,250,4,41,13.33333333,16.96969697,10.3030303,6.060606061,10.3030303,10.3030303,6.060606061,9.696969697,35.75757576,28.48484848,6.060606061,28.48484848,29.09090909,3.636363636,22.42424242,43.03030303,44.84848485,6.060606061,44.84848485,44.24242424,7.878787879,18.78787879,40,36.36363636,6.060606061,36.36363636,36.36363636,3.03030303,14.54545455
Reno,ks,43649,898.7878788,32310,3193,1925,0,1925,1755,170,1268,8617,6179,16,6163,5935,228,2438,13798,11232,18,11214,10718,496,2566,6702,5856,7,5849,5700,149,846,84.24242424,213.9393939,185.4545455,14.54545455,185.4545455,178.7878788,58.78787879,132.7272727,293.9393939,282.4242424,12.12121212,283.030303,279.3939394,56.36363636,188.4848485,321.2121212,287.2727273,13.33333333,286.0606061,293.3333333,90.90909091,161.8181818,251.5151515,261.2121212,7.878787879,260.6060606,261.2121212,50.3030303,89.09090909
Republic,ks,41000,1618.181818,2393,85,61,0,61,57,4,24,720,596,0,596,552,44,124,1066,899,3,896,884,12,167,522,470,0,470,459,11,52,15.15151515,18.18181818,16.36363636,6.060606061,16.36363636,17.57575758,4.242424242,9.090909091,49.6969697,46.66666667,6.060606061,46.66666667,46.06060606,15.15151515,21.81818182,63.03030303,51.51515152,3.03030303,51.51515152,52.12121212,4.848484848,30.3030303,48.48484848,48.48484848,6.060606061,48.48484848,47.87878788,7.272727273,14.54545455
Rice,ks,45703,1246.060606,4774,441,324,0,324,306,18,117,1521,1195,0,1195,1102,93,326,1806,1532,3,1529,1464,65,274,1006,975,0,975,963,12,31,50.90909091,67.27272727,52.72727273,9.090909091,52.72727273,50.90909091,11.51515152,52.12121212,94.54545455,93.93939394,9.090909091,93.93939394,86.06060606,28.48484848,53.33333333,102.4242424,95.75757576,2.424242424,95.75757576,98.18181818,27.87878788,46.66666667,81.81818182,81.21212121,9.090909091,81.21212121,80.60606061,6.666666667,12.72727273
Riley,ks,43364,1038.181818,29339,1140,720,0,720,665,55,420,5106,4103,827,3276,3096,180,1003,9343,7575,1471,6104,5881,223,1768,13750,11674,968,10706,10369,337,2076,136.3636364,142.4242424,112.7272727,14.54545455,112.7272727,107.8787879,27.87878788,82.42424242,258.7878788,236.969697,113.3333333,215.7575758,211.5151515,46.66666667,123.6363636,329.0909091,310.3030303,143.6363636,266.0606061,261.2121212,49.6969697,161.2121212,360.6060606,367.2727273,155.1515152,388.4848485,373.9393939,87.87878788,207.2727273
Rooks,ks,41123,1878.181818,2634,122,65,0,65,64,1,57,893,643,0,643,619,24,250,1001,816,0,816,778,38,185,618,575,0,575,569,6,43,18.18181818,29.6969697,13.93939394,9.090909091,13.93939394,13.93939394,1.212121212,26.06060606,60.60606061,56.36363636,9.090909091,56.36363636,54.54545455,10.3030303,33.93939394,56.96969697,58.18181818,9.090909091,58.18181818,58.78787879,14.54545455,28.48484848,55.15151515,50.90909091,9.090909091,50.90909091,50.3030303,3.636363636,15.15151515
Rush,ks,41306,1724.242424,1669,137,53,0,53,45,8,84,510,430,0,430,381,49,80,687,595,0,595,576,19,92,335,295,0,295,294,1,40,29.09090909,24.24242424,17.57575758,6.060606061,17.57575758,15.15151515,4.848484848,20.60606061,34.54545455,30.90909091,6.060606061,30.90909091,31.51515152,16.96969697,13.93939394,41.21212121,40.60606061,6.060606061,40.60606061,40.60606061,9.696969697,23.63636364,35.15151515,30.90909091,6.060606061,30.90909091,30.90909091,1.212121212,12.12121212
Russell,ks,40551,1991.515152,3459,186,106,0,106,78,28,80,992,850,14,836,830,6,142,1477,1156,4,1152,1141,11,321,804,729,0,729,681,48,75,53.33333333,50.3030303,37.57575758,9.090909091,37.57575758,30.3030303,19.39393939,31.51515152,118.1818182,109.0909091,23.63636364,106.0606061,107.2727273,4.848484848,38.78787879,134.5454545,117.5757576,3.636363636,117.5757576,116.969697,6.666666667,63.03030303,99.39393939,94.54545455,9.090909091,94.54545455,93.93939394,31.51515152,23.63636364
Saline,ks,47339,1084.848485,28238,3037,2288,0,2288,2090,198,749,8295,6698,4,6694,6265,429,1597,9676,8556,66,8490,8192,298,1120,7230,6555,12,6543,6380,163,675,131.5151515,219.3939394,200.6060606,14.54545455,200.6060606,193.3333333,60,111.5151515,286.6666667,304.8484848,3.636363636,304.8484848,283.6363636,87.27272727,184.2424242,344.2424242,332.1212121,42.42424242,330.9090909,311.5151515,86.06060606,116.3636364,307.2727273,295.7575758,10.90909091,295.1515152,282.4242424,46.06060606,81.21212121
Scott,ks,58520,8057.575758,2590,337,239,0,239,239,0,98,586,422,0,422,381,41,164,923,778,0,778,778,0,145,744,594,0,594,594,0,150,75.15151515,100,76.96969697,6.060606061,76.96969697,76.96969697,6.060606061,42.42424242,104.8484848,93.33333333,6.060606061,93.33333333,79.39393939,32.72727273,49.09090909,122.4242424,121.8181818,6.060606061,121.8181818,121.8181818,6.060606061,40,113.3333333,96.36363636,6.060606061,96.36363636,96.36363636,6.060606061,61.81818182
Sedgwick,ks,49885,420,257160,26863,17963,11,17952,15359,2593,8900,65248,50444,169,50275,45323,4952,14804,88014,73424,1229,72195,67321,4874,14590,77035,67894,669,67225,64934,2291,9141,50.90909091,701.8181818,624.8484848,9.696969697,626.6666667,555.1515152,278.1818182,337.5757576,964.2424242,922.4242424,52.72727273,915.7575758,885.4545455,336.969697,493.3333333,1037.575758,1023.636364,173.9393939,1051.515152,1029.69697,295.7575758,467.2727273,1026.060606,967.2727273,124.8484848,969.0909091,936.3636364,204.2424242,341.2121212
Seward,ks,47731,1688.484848,10938,4069,2983,0,2983,2693,290,1086,2983,2296,0,2296,2113,183,687,2511,2113,0,2113,1911,202,398,1375,1273,0,1273,1258,15,102,55.75757576,196.969697,200.6060606,11.51515152,200.6060606,170.9090909,87.87878788,128.4848485,190.9090909,175.7575758,11.51515152,175.7575758,163.6363636,48.48484848,93.93939394,152.7272727,148.4848485,11.51515152,148.4848485,135.7575758,72.72727273,81.81818182,139.3939394,135.1515152,11.51515152,135.1515152,135.1515152,15.15151515,33.33333333
