Country,Crop,Information,Year,Value,Source
United States of America,Maize,Yield (Hg/Ha),1969,53908.03,Calculated data
United States of America,Millet,Area harvested (Ha),1969,117000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1969,13247.86,Calculated data
United States of America,Oats,Area harvested (Ha),1969,7272706,Official data
United States of America,Oats,Yield (Hg/Ha),1969,19277.17,Calculated data
United States of America,Popcorn,Area harvested (Ha),1969,73895,Official data
United States of America,Popcorn,Yield (Hg/Ha),1969,26867.04,Calculated data
United States of America,Rye,Area harvested (Ha),1969,522441,Official data
United States of America,Rye,Yield (Hg/Ha),1969,14685.14,Calculated data
United States of America,Sorghum,Area harvested (Ha),1969,5437685,Official data
United States of America,Sorghum,Yield (Hg/Ha),1969,34096.63,Calculated data
Canada,Barley,Area harvested (Ha),1968,3583199,Official data
Canada,Barley,Yield (Hg/Ha),1968,19810.93,Calculated data
Canada,Buckwheat,Area harvested (Ha),1968,33427,Official data
Canada,Buckwheat,Yield (Hg/Ha),1968,9144.7,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1968,644574,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1968,26171.55,Calculated data
Canada,Maize,Area harvested (Ha),1968,390233,Official data
Canada,Maize,Yield (Hg/Ha),1968,53208.7,Calculated data
Canada,Oats,Area harvested (Ha),1968,3007137,Official data
Canada,Oats,Yield (Hg/Ha),1968,18293.24,Calculated data
Canada,Rye,Area harvested (Ha),1968,274211,Official data
Canada,Rye,Yield (Hg/Ha),1968,12064.54,Calculated data
United States of America,Barley,Area harvested (Ha),1968,3939115,Official data
United States of America,Barley,Yield (Hg/Ha),1968,23557.07,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1968,15500,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1968,11935.48,Calculated data
United States of America,Maize,Area harvested (Ha),1968,2.27E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1968,49890.92,Calculated data
United States of America,Millet,Area harvested (Ha),1968,128246,Official data
United States of America,Millet,Yield (Hg/Ha),1968,13253.36,Calculated data
United States of America,Oats,Area harvested (Ha),1968,7166437,Official data
United States of America,Oats,Yield (Hg/Ha),1968,19256.33,Calculated data
United States of America,Popcorn,Area harvested (Ha),1968,74987,Official data
United States of America,Popcorn,Yield (Hg/Ha),1968,22566.98,Calculated data
United States of America,Rye,Area harvested (Ha),1968,403061,Official data
United States of America,Rye,Yield (Hg/Ha),1968,14476.37,Calculated data
United States of America,Sorghum,Area harvested (Ha),1968,5621005,Official data
United States of America,Sorghum,Yield (Hg/Ha),1968,33045.99,Calculated data
Canada,Barley,Area harvested (Ha),1967,3286528,Official data
Canada,Barley,Yield (Hg/Ha),1967,16751.48,Calculated data
Canada,Buckwheat,Area harvested (Ha),1967,30796,Official data
Canada,Buckwheat,Yield (Hg/Ha),1967,9225.87,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1967,678567,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1967,23119.38,Calculated data
Canada,Maize,Area harvested (Ha),1967,354540,Official data
Canada,Maize,Yield (Hg/Ha),1967,53110.4,Calculated data
Canada,Oats,Area harvested (Ha),1967,2986174,Official data
Canada,Oats,Yield (Hg/Ha),1967,15584.92,Calculated data
Canada,Rye,Area harvested (Ha),1967,277084,Official data
Canada,Rye,Yield (Hg/Ha),1967,10970.46,Calculated data
United States of America,Barley,Area harvested (Ha),1967,3735924,Official data
United States of America,Barley,Yield (Hg/Ha),1967,21785.3,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1967,15500,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1967,11935.48,Calculated data
United States of America,Maize,Area harvested (Ha),1967,2.46E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1967,50264.67,Calculated data
United States of America,Millet,Area harvested (Ha),1967,108000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1967,12962.96,Calculated data
United States of America,Oats,Area harvested (Ha),1967,6519638,Official data
United States of America,Oats,Yield (Hg/Ha),1967,17673.8,Calculated data
United States of America,Popcorn,Area harvested (Ha),1967,65497,Official data
United States of America,Popcorn,Yield (Hg/Ha),1967,24097.13,Calculated data
United States of America,Rye,Area harvested (Ha),1967,430175,Official data
United States of America,Rye,Yield (Hg/Ha),1967,14141.43,Calculated data
United States of America,Sorghum,Area harvested (Ha),1967,6065344,Official data
United States of America,Sorghum,Yield (Hg/Ha),1967,31632.99,Calculated data
Canada,Barley,Area harvested (Ha),1966,3019439,Official data
Canada,Barley,Yield (Hg/Ha),1966,21720.88,Calculated data
Canada,Buckwheat,Area harvested (Ha),1966,22096,Official data
Canada,Buckwheat,Yield (Hg/Ha),1966,11469.5,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1966,714908,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1966,23253.34,Calculated data
Canada,Maize,Area harvested (Ha),1966,326415,Official data
Canada,Maize,Yield (Hg/Ha),1966,51615.21,Calculated data
Canada,Oats,Area harvested (Ha),1966,3207000,Official data
Canada,Oats,Yield (Hg/Ha),1966,18016.84,Calculated data
Canada,Rye,Area harvested (Ha),1966,293717,Official data
Canada,Rye,Yield (Hg/Ha),1966,14891.89,Calculated data
United States of America,Barley,Area harvested (Ha),1966,4148617,Official data
United States of America,Barley,Yield (Hg/Ha),1966,20581.66,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1966,13800,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1966,11956.52,Calculated data
United States of America,Maize,Area harvested (Ha),1966,2.31E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1966,45891.88,Calculated data
United States of America,Millet,Area harvested (Ha),1966,102000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1966,12745.1,Calculated data
United States of America,Oats,Area harvested (Ha),1966,7234626,Official data
United States of America,Oats,Yield (Hg/Ha),1966,16117.92,Calculated data
United States of America,Popcorn,Area harvested (Ha),1966,83809,Official data
United States of America,Popcorn,Yield (Hg/Ha),1966,21682.99,Calculated data
United States of America,Rye,Area harvested (Ha),1966,516372,Official data
United States of America,Rye,Yield (Hg/Ha),1966,13670.75,Calculated data
United States of America,Sorghum,Area harvested (Ha),1966,5185165,Official data
United States of America,Sorghum,Yield (Hg/Ha),1966,35025.92,Calculated data
Canada,Barley,Area harvested (Ha),1965,2477127,Official data
Canada,Barley,Yield (Hg/Ha),1965,19186.86,Calculated data
Canada,Buckwheat,Area harvested (Ha),1965,22298,Official data
Canada,Buckwheat,Yield (Hg/Ha),1965,8670.73,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1965,663473,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1965,24858.59,Calculated data
Canada,Maize,Area harvested (Ha),1965,301891,Official data
Canada,Maize,Yield (Hg/Ha),1965,50061.41,Calculated data
Canada,Oats,Area harvested (Ha),1965,3384000,Official data
Canada,Oats,Yield (Hg/Ha),1965,18229.91,Calculated data
Canada,Rye,Area harvested (Ha),1965,323339,Official data
Canada,Rye,Yield (Hg/Ha),1965,14010.06,Calculated data
United States of America,Barley,Area harvested (Ha),1965,3709944,Official data
United States of America,Barley,Yield (Hg/Ha),1965,23070.58,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1965,8000,Official data
United States of America,Buckwheat,Yield (Hg/Ha),1965,11875,Calculated data
United States of America,Maize,Area harvested (Ha),1965,2.24E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1965,46492.14,Calculated data
United States of America,Millet,Area harvested (Ha),1965,99000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1965,12727.27,Calculated data
United States of America,Oats,Area harvested (Ha),1965,7495726,Official data
United States of America,Oats,Yield (Hg/Ha),1965,18001.04,Calculated data
United States of America,Popcorn,Area harvested (Ha),1965,83080,Official data
United States of America,Popcorn,Yield (Hg/Ha),1965,22644.44,Calculated data
United States of America,Rye,Area harvested (Ha),1965,596094,Official data
United States of America,Rye,Yield (Hg/Ha),1965,14192.91,Calculated data
United States of America,Sorghum,Area harvested (Ha),1965,5273000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1965,32404.72,Calculated data
Canada,Barley,Area harvested (Ha),1964,2223514,Official data
Canada,Barley,Yield (Hg/Ha),1964,16495.4,Calculated data
Canada,Buckwheat,Area harvested (Ha),1964,24362,Official data
Canada,Buckwheat,Yield (Hg/Ha),1964,11385.76,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1964,621265,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1964,23376.5,Calculated data
Canada,Maize,Area harvested (Ha),1964,265065,Official data
Canada,Maize,Yield (Hg/Ha),1964,50636.22,Calculated data
Canada,Oats,Area harvested (Ha),1964,3231000,Official data
Canada,Oats,Yield (Hg/Ha),1964,16564.53,Calculated data
Canada,Rye,Area harvested (Ha),1964,281576,Official data
Canada,Rye,Yield (Hg/Ha),1964,11136.42,Calculated data
United States of America,Barley,Area harvested (Ha),1964,4160000,Official data
United States of America,Barley,Yield (Hg/Ha),1964,20208.88,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1964,20000,Official data
United States of America,Buckwheat,Yield (Hg/Ha),1964,11566.5,Calculated data
United States of America,Maize,Area harvested (Ha),1964,2.24E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1964,39498.36,Calculated data
United States of America,Millet,Area harvested (Ha),1964,95000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1964,12526.32,Calculated data
United States of America,Oats,Area harvested (Ha),1964,7996000,Official data
United States of America,Oats,Yield (Hg/Ha),1964,15471.55,Calculated data
United States of America,Popcorn,Area harvested (Ha),1964,66894,Official data
United States of America,Popcorn,Yield (Hg/Ha),1964,19077.5,Calculated data
United States of America,Rye,Area harvested (Ha),1964,686000,Official data
United States of America,Rye,Yield (Hg/Ha),1964,12026.24,Calculated data
United States of America,Sorghum,Area harvested (Ha),1964,4752000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1964,26180.56,Calculated data
Canada,Barley,Area harvested (Ha),1963,2499800,Official data
Canada,Barley,Yield (Hg/Ha),1963,19268.45,Calculated data
Canada,Buckwheat,Area harvested (Ha),1963,20679,Official data
Canada,Buckwheat,Yield (Hg/Ha),1963,12602.64,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1963,593423,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1963,24331.72,Calculated data
Canada,Maize,Area harvested (Ha),1963,223586,Official data
Canada,Maize,Yield (Hg/Ha),1963,41107.67,Calculated data
Canada,Oats,Area harvested (Ha),1963,3779000,Official data
Canada,Oats,Yield (Hg/Ha),1963,18195.29,Calculated data
Canada,Rye,Area harvested (Ha),1963,283700,Official data
Canada,Rye,Yield (Hg/Ha),1963,12319.35,Calculated data
United States of America,Barley,Area harvested (Ha),1963,4548000,Official data
United States of America,Barley,Yield (Hg/Ha),1963,18808.27,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1963,18000,Official data
United States of America,Buckwheat,Yield (Hg/Ha),1963,11995,Calculated data
United States of America,Maize,Area harvested (Ha),1963,2.40E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1963,42595.55,Calculated data
United States of America,Millet,Area harvested (Ha),1963,95200,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1963,12500,Calculated data
United States of America,Oats,Area harvested (Ha),1963,8623000,Official data
United States of America,Oats,Yield (Hg/Ha),1963,16253.04,Calculated data
United States of America,Popcorn,Area harvested (Ha),1963,43544,Official data
United States of America,Popcorn,Yield (Hg/Ha),1963,22253.81,Calculated data
United States of America,Rye,Area harvested (Ha),1963,643000,Official data
United States of America,Rye,Yield (Hg/Ha),1963,11524.11,Calculated data
United States of America,Sorghum,Area harvested (Ha),1963,5393000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1963,27572.78,Calculated data
Canada,Barley,Area harvested (Ha),1962,2139462,Official data
Canada,Barley,Yield (Hg/Ha),1962,16879.58,Calculated data
Canada,Buckwheat,Area harvested (Ha),1962,18858,Official data
Canada,Buckwheat,Yield (Hg/Ha),1962,13288.79,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1962,616611,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1962,23925.94,Calculated data
Canada,Maize,Area harvested (Ha),1962,177776,Official data
Canada,Maize,Yield (Hg/Ha),1962,47721.18,Calculated data
Canada,Oats,Area harvested (Ha),1962,4277000,Official data
Canada,Oats,Yield (Hg/Ha),1962,17762.45,Calculated data
Canada,Rye,Area harvested (Ha),1962,258100,Official data
Canada,Rye,Yield (Hg/Ha),1962,12057.34,Calculated data
United States of America,Barley,Area harvested (Ha),1962,4944000,Official data
United States of America,Barley,Yield (Hg/Ha),1962,18839,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1962,16000,Official data
United States of America,Buckwheat,Yield (Hg/Ha),1962,11737.5,Calculated data
United States of America,Maize,Area harvested (Ha),1962,2.26E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1962,40620.8,Calculated data
United States of America,Millet,Area harvested (Ha),1962,99000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1962,11717.17,Calculated data
United States of America,Oats,Area harvested (Ha),1962,9056000,Official data
United States of America,Oats,Yield (Hg/Ha),1962,16224.6,Calculated data
United States of America,Popcorn,Area harvested (Ha),1962,72235,Official data
United States of America,Popcorn,Yield (Hg/Ha),1962,22328.23,Calculated data
United States of America,Rye,Area harvested (Ha),1962,802000,Official data
United States of America,Rye,Yield (Hg/Ha),1962,12892.77,Calculated data
United States of America,Sorghum,Area harvested (Ha),1962,4683000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1962,27678.84,Calculated data
Canada,Barley,Area harvested (Ha),1961,2237476,Official data
Canada,Barley,Yield (Hg/Ha),1961,10960.56,Calculated data
Canada,Buckwheat,Area harvested (Ha),1961,23269,Official data
Canada,Buckwheat,Yield (Hg/Ha),1961,11386.82,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1961,633607,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1961,19751.99,Calculated data
Canada,Maize,Area harvested (Ha),1961,161912,Official data
Canada,Maize,Yield (Hg/Ha),1961,45821.93,Calculated data
Canada,Oats,Area harvested (Ha),1961,3457000,Official data
Canada,Oats,Yield (Hg/Ha),1961,12667.05,Calculated data
Canada,Rye,Area harvested (Ha),1961,227000,Official data
Canada,Rye,Yield (Hg/Ha),1961,7312.78,Calculated data
United States of America,Barley,Area harvested (Ha),1961,5183000,Official data
United States of America,Barley,Yield (Hg/Ha),1961,16488.52,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1961,18000,Official data
United States of America,Buckwheat,Yield (Hg/Ha),1961,10886.67,Calculated data
United States of America,Maize,Area harvested (Ha),1961,2.33E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1961,39183.63,Calculated data
United States of America,Millet,Area harvested (Ha),1961,97000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1961,11546.39,Calculated data
United States of America,Oats,Area harvested (Ha),1961,9666550,Official data
United States of America,Oats,Yield (Hg/Ha),1961,15171.26,Calculated data
United States of America,Popcorn,Area harvested (Ha),1961,83162,Official data
United States of America,Popcorn,Yield (Hg/Ha),1961,21762.34,Calculated data
United States of America,Rye,Area harvested (Ha),1961,624000,Official data
United States of America,Rye,Yield (Hg/Ha),1961,11121.79,Calculated data
United States of America,Sorghum,Area harvested (Ha),1961,4445000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1961,27442.07,Calculated data
